응답자ID,업종,규모,SQ3_2,문1_1,문1_2,문1_3,문1_4,문1_5,문1_6,문1_7,문1_8,문1_9,문1_10,문2_1,문2_2,문2_3,문2_4,문2_5,문2_6,문2_7,문2_8,문3_1_1,문3_1_2,문3_1_3,문3_2_1,문3_2_2,문3_2_3,문3_3_1,문3_3_2,문3_3_3,문3_4_1,문3_4_2,문3_4_3,문3_5_1,문3_5_2,문3_5_3,문4_1_1,문4_1_2,문4_1_3,문4_1_4,문4_2_1,문4_2_2,문4_2_3,문4_2_4,문5_1,문5_2,문6_1,문6_2,문7_1,문7_2,문7_3,문8_1,문8_2,문8_3,문8_4,문9_1,문9_2,문9_3,문9_4,문9_5,문9_6,문10_1,문10_2,문10_3,문10_4,문11_1,문11_2,문11_3,문11_4,문11_4_1,문11_5,문11_6,문12_1_1,문12_2_1,문12_2_2,문12_2_3,문12_2_4,문13_1,문13_2,문13_3,문13_4,문13_1_1,문13_1_2,문13_1_3,문13_1_4,문14_1,문14_2,문14_3,문14_4,문14_5,문14_6,문14_7,문14_8,문14_9,문14_9_TXT,문14_9999,문15_1,문15_2,문15_3,문15_4,문15_5,문15_6,문15_7,문15_8,문15_9,문15_9_TXT,문16_1,문16_2,문16_3,문17_1_1,문17_1_2,문17_1_3,문17_1_4,문17_2_1,문17_2_2,문17_2_3,문17_2_4,문17_3_1,문17_3_2,문17_3_3,문17_3_4,문17_4_1,문17_4_2,문17_4_3,문17_4_4,문17_5_1,문17_5_2,문17_5_3,문17_5_4,문17_6_1,문17_6_2,문17_6_3,문17_6_4,문17_7_1,문17_7_2,문17_7_3,문17_7_4,문17_8_1,문17_8_2,문17_8_3,문17_8_4,문17_9_1,문17_9_2,문17_9_3,문17_9_4,문17_9_TXT,문18,문18_9_TXT,문19_1,문19_2,문19_3,문19_4,문19_5,문19_6,문19_7,문19_8,문19_9,문19_9_TXT,문20_1,문20_2,문20_3,문21_1,문21_2,문21_3,문21_4,문21_5,문21_6,문21_7,문21_8,문21_9,문21_10,문21_11,문21_12,문21_13,문21_14,문21_15,문21_16,문22_1,문22_2,문22_3,문22_4,문22_5,문22_6,문22_7,문22_8,문22_8_TXT,문23_1,문23_2,문23_3,문23_4,문23_5,문23_6,문23_7,문23_8,문23_9,문23_10,문23_11,문23_12,문23_12_TXT,문24_1,문24_2,문24_3,문24_4,문24_5,문24_6,문24_7,문24_8,문24_9,문24_10,문25_1_1_1,문25_1_1_2,문25_1_2_1,문25_1_2_2,문25_1_3_1,문25_1_3_2,문25_1_4_1,문25_1_4_2,문25_2_1_1,문25_2_1_2,문25_2_2_1,문25_2_2_2,문25_2_3_1,문25_2_3_2,문25_2_4_1,문25_2_4_2,문26,문27_1,문27_2,문27_3,문27_4,문27_5,문27_6,문27_7,문27_7_TXT,문28_1,문28_2,문28_3,문28_4,문28_5,문28_6,문29_1,문29_2,문29_3,문29_4,문30_1,문30_2,문30_3,문30_4,문30_5,문30_6,문30_7,문30_8,문30_9,문30_10,문30_11,문30_12,문30_12_TXT,문30_13,문31_1,문31_2,문31_3,문31_4,문32_1,문32_2,문32_3,문32_4,문33_1,문33_2,문33_3,문34_1,문34_2,문34_3,문34_4,문34_4_TXT,문35_1,문35_2,문35_3,문35_4,문35_4_TXT,문35_5,문35_5_TXT,문36_1,문36_2,문36_3_1,문36_3_2,문36_3_3,문36_3_4,문36_3_5,문36_3_6,문36_3_7,문36_4,문36_5,문37_1_1,문37_1_2,문37_2_1,문37_2_2,문37_3_1,문37_3_2,문38_1_1,문38_1_2,문38_1_3,문38_2_1,문38_2_2,문38_2_3,문39,문40_1,문40_1_TXT,문40_2,문40_3,문40_4,문40_5,문40_6,문40_6_TXT,문41,문41_7_TXT,문42,문43,WT1,
14,10,1,경기도,5,0,0,5,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,1,0,1,0,10,90,1,,,,0,0,0,0,0,1,1,,,,1,1,0,1,1,0,0,50,100.00,0.00,0.00,0.00,100,100,100,100,,,,,1,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,3,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,3,3,0,0,0,0,0,4,0,0,0,,,1,6,2,6,1,6,2,7,1,7,25,1,25,2,25,3,25,4,80,1,10,2,5,3,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,0,0,1,0,2,0,0,0,3,3,1,0,0,0,,,1,2,,,,,,1,1,,2,,,,,,4,2,1100,,900,,1200,,15,15,15,53,0,5,2,,,1,,,,,,1,,,30,22.5917,
15,10,1,경기도,5,0,0,5,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,1,0,1,0,30,70,1,,,,0,0,0,0,0,1,1,,,,1,1,0,1,1,0,0,300,100.00,0.00,0.00,0.00,100,100,100,100,,,,,1,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,3,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,3,3,0,0,0,3,4,4,0,0,0,,,1,6,2,7,5,3,2,6,6,1,25,3,25,1,25,2,25,4,70,1,10,2,10,4,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,3,0,0,0,0,,,1,2,,,,,,1,1,,2,,,,,,4,2,2814,,2800,75,2984,60,25,25,25,92,0,12,2,,,1,,,2,,,1,,,40,22.5917,
16,10,1,경기도,4,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,3,4,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,3,0,0,0,0,0,,,1,6,2,6,1,7,1,7,1,6,25,4,25,1,25,2,25,3,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,10245,,11058,,11486,,15,15,15,6,0,0,2,,,1,,,,,,1,,,60,22.5917,
17,10,1,충청북도,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,6,1,6,2,7,1,6,1,7,25,3,25,1,25,2,25,4,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,1000,,1000,,1000,,15,15,15,60,0,0,2,,,1,,,,,,1,,,60,22.5917,
18,10,1,충청남도,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,3,4,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,1,6,2,6,1,5,25,3,25,1,25,2,25,4,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,1400,,1300,,1200,,10,10,10,60,0,0,2,,,1,,,,,,1,,,60,22.5917,
19,10,1,전라남도,4,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,5,4,5,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,1,6,2,7,1,6,1,7,25,3,25,1,25,2,25,4,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,7619,,6965,,4751,,18,15,15,80,0,0,2,,,1,,,,,,1,,,60,22.5917,
20,10,1,제주특별자치도,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,4,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,1,5,1,6,1,5,1,6,20,4,30,1,20,3,30,2,80,1,10,3,10,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,5500,,6000,,6200,,20,20,20,50,0,0,2,,,1,,,,,,1,,,60,22.5917,
21,10,1,부산광역시,4,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,5,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,1,6,2,7,1,6,1,6,25,2,25,1,25,3,25,4,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,1000,,1200,,1200,,12,12,12,83,0,0,2,,,1,,,,,,1,,,60,22.5917,
22,10,1,인천광역시,4,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,5,4,4,3,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,7,1,6,1,6,2,7,1,6,25,2,30,1,20,4,25,3,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,2000,,2200,,2000,,18,18,18,50,0,0,2,,,1,,,,,,1,,,60,22.5917,
23,10,1,경기도,4,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,5,4,4,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,1,6,2,7,1,6,25,4,25,1,25,2,25,3,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,1,,,,,,,7,4,2,1800,,2000,,2000,,20,20,20,65,0,0,2,,,1,,,,,,1,,,60,22.5917,
24,10,1,경기도,5,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,4,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,6,1,7,1,6,2,7,1,6,30,1,30,2,20,4,20,3,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,3879,,3655,,3264,,16,16,16,50,0,0,2,,,1,,,,,,1,,,25,22.5917,
25,10,1,경기도,4,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,3,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,6,1,7,2,6,1,6,20,4,30,1,30,2,20,3,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,6772,,7221,,6500,,15,15,15,20,0,0,2,,,1,,,,,,1,,,60,22.5917,
26,10,1,충청북도,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,5,3,3,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,6,1,7,2,7,1,6,25,3,25,1,25,2,25,4,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,1,,,,,,,7,4,2,1100,,1200,,1200,,10,10,10,40,0,0,2,,,1,,,,,,1,,,60,22.5917,
27,10,1,충청남도,5,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,3,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,1,6,1,6,1,7,25,1,25,2,25,3,25,4,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,3000,,3000,,1000,,12,12,10,30,0,0,2,,,1,,,,,,1,,,60,22.5917,
28,10,1,전라남도,5,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,1,0,1,0,20,80,1,,,,0,0,0,0,0,1,1,,,,1,1,0,1,1,0,0,100,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,4,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,3,3,0,0,0,3,0,4,0,0,0,,,2,6,1,6,5,2,2,6,6,2,25,4,25,1,25,3,25,2,75,1,10,2,10,3,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,3,0,0,0,0,,,1,2,,,,,,1,1,,2,,,,,,4,2,5000,500,5000,500,5000,500,20,12,12,33,0,8,2,,,1,2,,,,,1,,,40,22.5917,
29,10,1,경상남도,4,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,5,4,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,1,7,1,7,1,6,20,3,30,1,20,4,30,2,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,1900,,1900,,1999,,12,12,12,83,0,0,2,,,1,,,,,,1,,,60,22.5917,
30,10,1,부산광역시,5,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,5,4,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,1,6,2,7,1,6,20,3,30,1,30,2,20,4,70,1,20,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,2800,,2500,,2300,,23,20,18,66,0,0,2,,,1,,,,,,1,,,60,22.5917,
31,10,1,인천광역시,5,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,4,3,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,6,1,6,1,7,1,6,1,7,25,4,25,1,25,2,25,3,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,1922,,2010,,2172,,17,17,17,29,0,0,2,,,1,,,,,,1,,,60,22.5917,
32,10,1,경기도,4,0,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,4,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,1,6,1,7,2,7,25,2,25,1,25,3,25,4,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,1700,,1800,,1800,,12,12,12,66,0,0,2,,,1,,,,,,1,,,60,22.5917,
33,10,1,경기도,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,3,3,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,6,1,7,1,6,1,6,25,3,25,1,25,2,25,4,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,11000,,10000,,12000,,10,12,10,20,0,0,2,,,1,,,,,,1,,,60,22.5917,
34,10,1,강원도,4,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,1,0,1,0,50,50,1,,,,0,0,0,0,0,1,1,,,,1,1,0,1,1,0,0,200,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,5,4,3,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,3,3,4,0,0,0,,,1,6,2,6,1,7,1,6,1,7,25,1,25,2,25,4,25,3,70,1,10,2,10,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,3,0,0,0,0,,,1,2,,,,,,1,1,,2,,,,,,4,2,3216,,4199,,4241,,36,39,39,50,0,7,2,,,1,,,,,,1,,,45,22.5917,
35,10,1,충청남도,4,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,4,3,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,4,4,0,0,0,,,1,6,2,7,1,6,1,6,1,7,30,1,30,2,20,4,20,3,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,,,,7,4,2,6452,,5343,,4380,,10,10,10,10,0,0,2,,,1,,,,,,1,,,60,22.5917,
36,10,1,경상남도,4,0,0,5,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,1,0,1,0,10,90,1,,,,0,0,0,0,0,1,1,,,,1,1,0,1,1,0,0,100,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,2,,,,,,8,,,,3,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,0,0,0,3,0,0,4,4,4,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,3,4,0,0,0,,,1,5,1,6,6,2,1,6,7,1,25,3,25,1,25,2,25,4,80,1,10,2,5,4,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,0,3,3,0,0,0,0,,,1,2,,,,,,1,1,,2,,,,,,4,2,2495,748,1913,573,1362,272,16,16,10,60,0,20,2,,,1,2,,,,,1,,,38,22.5917,
37,10,1,경상남도,4,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,6,1,6,2,6,1,7,25,2,25,1,25,4,25,3,80,1,10,2,10,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,2,,,,,,,7,4,2,18877,,21540,,22856,,20,20,20,15,0,0,2,,,1,,,,,,1,,,60,22.5917,
